startYear,startMonth,startDay,endYear,endMonth,endDay,group,groupTitle,eventType,dispPos,event,eventColor,detailLink,image,imageCitation
1962,2,20,,,,4,八幡平市市長,2,1,誕生,,,,
1978,4,1,,,,4,八幡平市市長,2,2,盛岡商業高校入学,,,,
1980,4,1,,,,4,八幡平市市長,2,3,田頭農協就職,,,,
1982,4,1,,,,4,八幡平市市長,2,4,盛岡土木事務所,,,,
1983,4,1,,,,4,八幡平市市長,2,1,西根町主事補,,,,
2016,4,1,,,,4,八幡平市市長,2,2,八幡平市市民課長,,,,
2019,4,1,,,,4,八幡平市市長,2,3,八幡平市企画財政課長,,,,
2020,4,1,,,,4,八幡平市市長,2,4,八幡平市副市長就任,,,,
2021,10,1,,,,4,八幡平市市長,2,1,八幡平市長に当選,,,,
